,觀測時間(day),測站氣壓(hPa),海平面氣壓(hPa),測站最高氣壓(hPa),測站最高氣壓時間(LST),測站最低氣壓(hPa),測站最低氣壓時間(LST),氣溫(℃),最高氣溫(℃),最高氣溫時間(LST),最低氣溫(℃),最低氣溫時間(LST),露點溫度(℃),相對溼度(%),最小相對溼度(%),最小相對溼度時間(LST),風速(m/s),風向(360degree),最大陣風(m/s),最大陣風風向(360degree),最大陣風風速時間(LST),降水量(mm),降水時數(hour),最大十分鐘降水量(mm),最大十分鐘降水量起始時間(LST),最大六十分鐘降水量(mm),最大六十分鐘降水量起始時間(LST),日照時數(hour),日照率(%),全天空日射量(MJ/㎡),能見度(km),A型蒸發量(mm),日最高紫外線指數,日最高紫外線指數時間(LST),總雲量(0~10)
912,20120701,1006.6,1009.7,1008.5,2012-07-01 21:42,1004.5,2012-07-01 15:39,30.0,33.4,2012-07-01 11:34,28.0,2012-07-01 04:21,25.1,75,60,2012-07-01 09:28,2.2,270,9.4,210,2012-07-01 13:45,T,0.2,T,2012-07-01 22:30,T,2012-07-01 22:30,11.8,87.5,29.53,14.9,...,9,2012-07-01 12:00,3.3
913,20120702,1004.9,1007.9,1008.0,2012-07-02 00:01,1003.0,2012-07-02 16:45,29.7,33.2,2012-07-02 12:54,27.9,2012-07-02 05:20,25.3,77,66,2012-07-02 12:53,2.2,300,8.0,330,2012-07-02 11:18,0.0,0.0,0.0,...,0.0,...,5.8,43.0,21.61,12.3,...,9,2012-07-02 13:00,6.1
914,20120703,1002.3,1005.3,1004.7,2012-07-03 00:01,1000.5,2012-07-03 16:46,29.7,32.7,2012-07-03 11:13,27.7,2012-07-03 03:44,25.0,76,64,2012-07-03 16:33,1.8,300,7.9,330,2012-07-03 13:27,0.0,0.0,0.0,...,0.0,...,8.3,61.6,25.86,13.4,...,10,2012-07-03 13:00,5.9
915,20120704,1002.0,1005.0,1004.0,2012-07-04 21:35,1000.6,2012-07-04 16:00,29.9,32.8,2012-07-04 13:05,27.6,2012-07-04 05:42,25.3,77,65,2012-07-04 11:08,2.8,330,9.7,310,2012-07-04 15:04,0.0,0.0,0.0,...,0.0,...,5.7,42.3,21.49,10.1,...,8,2012-07-04 13:00,6.6
916,20120705,1003.7,1006.7,1006.2,2012-07-05 22:27,1002.3,2012-07-05 04:04,30.1,34.8,2012-07-05 12:53,27.9,2012-07-05 05:10,25.5,77,60,2012-07-05 14:05,1.8,210,9.8,220,2012-07-05 14:37,13.0,2.4,6.0,2012-07-05 16:58,12.5,2012-07-05 16:31,7.4,55.0,24.26,12.3,...,10,2012-07-05 13:00,4.3
917,20120706,1004.7,1007.7,1005.8,2012-07-06 00:01,1003.7,2012-07-06 17:18,29.2,32.9,2012-07-06 10:28,27.5,2012-07-06 04:53,25.4,80,65,2012-07-06 11:35,2.9,200,12.5,200,2012-07-06 15:12,T,0.2,T,2012-07-06 13:10,T,2012-07-06 13:10,5.4,40.1,19.10,10.9,...,8,2012-07-06 11:00,5.0
918,20120707,1004.2,1007.2,1005.3,2012-07-07 21:12,1003.1,2012-07-07 16:25,29.6,33.1,2012-07-07 13:28,27.0,2012-07-07 04:30,25.1,77,60,2012-07-07 13:13,2.5,200,8.5,250,2012-07-07 14:01,0.0,0.0,0.0,...,0.0,...,12.0,89.2,30.19,13.4,...,10,2012-07-07 12:00,2.9
919,20120708,1003.9,1007.0,1005.4,2012-07-08 22:00,1002.4,2012-07-08 03:57,29.7,32.5,2012-07-08 13:41,27.8,2012-07-08 05:29,25.5,78,65,2012-07-08 13:08,1.6,250,8.4,240,2012-07-08 13:53,0.0,0.0,0.0,...,0.0,...,7.2,53.6,24.51,13.3,...,10,2012-07-08 12:00,4.4
920,20120709,1004.5,1007.5,1005.5,2012-07-09 07:46,1003.3,2012-07-09 16:37,29.9,32.9,2012-07-09 12:14,27.6,2012-07-09 04:44,25.2,76,64,2012-07-09 12:13,2.0,310,9.0,350,2012-07-09 13:00,0.0,0.0,0.0,...,0.0,...,10.4,77.4,29.72,12.8,...,11,2012-07-09 13:00,4.4
921,20120710,1003.9,1006.9,1005.7,2012-07-10 08:21,1002.4,2012-07-10 16:46,29.7,33.2,2012-07-10 13:05,27.4,2012-07-10 04:24,25.3,77,64,2012-07-10 12:15,2.2,260,7.2,280,2012-07-10 14:24,0.0,0.0,0.0,...,0.0,...,10.9,81.2,31.73,18.3,...,11,2012-07-10 13:00,3.9
922,20120711,1003.9,1006.9,1004.8,2012-07-11 09:27,1002.7,2012-07-11 02:29,29.8,32.7,2012-07-11 12:14,28.5,2012-07-11 00:06,25.1,77,65,2012-07-11 12:05,2.7,240,8.8,310,2012-07-11 13:54,0.0,0.0,0.0,...,0.0,...,9.3,69.3,25.50,16.9,...,10,2012-07-11 13:00,4.6
923,20120712,1004.9,1007.9,1006.7,2012-07-12 09:39,1003.3,2012-07-12 01:23,29.8,32.9,2012-07-12 12:18,27.5,2012-07-12 05:27,25.0,76,63,2012-07-12 12:54,2.4,190,9.0,240,2012-07-12 13:07,0.0,0.0,0.0,...,0.0,...,11.4,85.0,29.31,14.3,...,11,2012-07-12 13:00,4.1
924,20120713,1004.9,1007.9,1006.3,2012-07-13 10:18,1002.9,2012-07-13 17:05,29.7,33.3,2012-07-13 13:59,27.5,2012-07-13 05:40,24.9,76,60,2012-07-13 13:59,2.4,260,9.4,260,2012-07-13 10:13,0.0,0.0,0.0,...,0.0,...,8.9,66.4,23.68,21.3,...,11,2012-07-13 14:00,3.6
925,20120714,1004.1,1007.1,1005.6,2012-07-14 22:45,1002.6,2012-07-14 16:33,29.4,32.9,2012-07-14 14:05,26.4,2012-07-14 07:48,25.5,80,62,2012-07-14 14:12,2.5,220,7.7,230,2012-07-14 07:25,13.0,2.2,4.5,2012-07-14 04:16,8.0,2012-07-14 03:28,8.0,59.8,23.66,12.9,...,10,2012-07-14 13:00,5.9
926,20120715,1004.9,1008.0,1006.0,2012-07-15 09:13,1003.7,2012-07-15 15:27,28.6,32.3,2012-07-15 11:40,26.0,2012-07-15 05:43,25.5,84,69,2012-07-15 11:39,2.2,190,10.0,330,2012-07-15 12:06,45.5,2.9,15.0,2012-07-15 09:11,25.0,2012-07-15 08:40,4.3,32.2,16.49,15.5,...,10,2012-07-15 12:00,5.3
927,20120716,1005.5,1008.5,1006.7,2012-07-16 20:22,1004.2,2012-07-16 15:59,29.5,32.6,2012-07-16 14:08,27.1,2012-07-16 05:21,25.4,79,69,2012-07-16 10:40,2.3,140,8.1,260,2012-07-16 14:18,0.0,0.0,0.0,...,0.0,...,4.4,32.9,19.28,12.3,...,8,2012-07-16 12:00,7.0
928,20120717,1004.9,1007.9,1006.1,2012-07-17 00:01,1003.4,2012-07-17 15:46,30.0,33.4,2012-07-17 13:47,27.4,2012-07-17 05:18,25.0,75,63,2012-07-17 12:21,1.8,260,7.0,260,2012-07-17 13:27,0.0,0.0,0.0,...,0.0,...,10.7,80.1,28.48,12.4,...,12,2012-07-17 13:00,4.3
929,20120718,1004.9,1008.0,1006.2,2012-07-18 11:49,1003.2,2012-07-18 16:37,28.5,31.8,2012-07-18 10:40,25.6,2012-07-18 12:26,25.6,85,73,2012-07-18 10:40,1.2,90,8.0,250,2012-07-18 11:27,54.5,3.3,18.0,2012-07-18 11:45,48.0,2012-07-18 11:25,1.3,9.7,9.07,12.5,...,4,2012-07-18 11:00,6.5
930,20120719,1004.5,1007.5,1005.7,2012-07-19 00:09,1002.5,2012-07-19 16:12,29.4,33.4,2012-07-19 12:34,26.8,2012-07-19 05:34,25.4,80,63,2012-07-19 12:34,1.4,320,7.8,280,2012-07-19 16:13,3.5,1.5,1.0,2012-07-19 18:28,3.0,2012-07-19 18:25,8.6,64.5,26.61,14.9,...,11,2012-07-19 13:00,5.4
931,20120720,1001.9,1004.9,1004.4,2012-07-20 00:01,999.3,2012-07-20 16:47,29.8,32.7,2012-07-20 14:15,27.3,2012-07-20 05:17,26.0,81,69,2012-07-20 11:18,2.2,20,7.7,320,2012-07-20 13:49,0.0,0.0,0.0,...,0.0,...,4.2,31.5,18.52,7.8,...,8,2012-07-20 13:00,5.6
932,20120721,999.8,1002.8,1001.1,2012-07-21 00:01,998.4,2012-07-21 15:02,29.8,34.0,2012-07-21 10:44,27.5,2012-07-21 18:42,25.7,79,66,2012-07-21 10:43,2.2,190,11.9,190,2012-07-21 14:24,0.0,0.0,0.0,...,0.0,...,7.2,54.1,24.05,5.9,...,10,2012-07-21 13:00,5.8
933,20120722,999.2,1002.3,1000.6,2012-07-22 00:01,997.6,2012-07-22 14:54,27.9,32.1,2012-07-22 12:14,25.8,2012-07-22 01:35,24.7,83,69,2012-07-22 12:11,2.6,70,11.1,170,2012-07-22 16:29,6.0,3.1,1.0,2012-07-22 01:20,3.0,2012-07-22 00:51,0.8,6.0,12.73,11.0,...,7,2012-07-22 11:00,7.6
934,20120723,999.5,1002.5,1001.9,2012-07-23 22:35,998.1,2012-07-23 15:36,29.4,34.5,2012-07-23 12:23,26.1,2012-07-23 04:42,24.6,76,59,2012-07-23 11:57,2.0,330,8.4,140,2012-07-23 02:32,3.0,0.8,1.8,2012-07-23 18:05,3.0,2012-07-23 18:05,3.8,28.6,19.99,13.1,...,9,2012-07-23 11:00,7.3
935,20120724,1003.0,1006.1,1005.8,2012-07-24 22:57,1000.6,2012-07-24 02:49,28.1,33.0,2012-07-24 12:32,24.8,2012-07-24 16:54,24.5,82,66,2012-07-24 10:48,2.1,60,13.9,160,2012-07-24 14:08,61.0,4.4,17.5,2012-07-24 14:06,52.5,2012-07-24 14:00,2.1,15.8,12.62,10.0,...,8,2012-07-24 11:00,8.4
936,20120725,1005.8,1008.9,1007.1,2012-07-25 20:22,1004.5,2012-07-25 02:21,26.9,31.0,2012-07-25 12:37,23.7,2012-07-25 15:40,23.9,84,71,2012-07-25 10:54,1.7,310,15.2,20,2012-07-25 15:27,51.0,2.6,24.5,2012-07-25 15:29,48.0,2012-07-25 15:24,1.1,8.3,12.00,11.1,...,6,2012-07-25 13:00,7.6
937,20120726,1004.4,1007.5,1005.9,2012-07-26 00:01,1002.8,2012-07-26 16:30,28.2,31.2,2012-07-26 13:14,25.4,2012-07-26 00:01,24.1,79,69,2012-07-26 17:47,1.6,310,7.4,320,2012-07-26 15:53,0.0,0.0,0.0,...,0.0,...,7.3,55.2,25.51,12.9,...,11,2012-07-26 12:00,7.9
938,20120727,1002.9,1005.9,1004.0,2012-07-27 08:30,1001.4,2012-07-27 14:33,28.9,32.7,2012-07-27 14:51,26.5,2012-07-27 05:10,24.1,75,63,2012-07-27 14:51,1.4,320,7.3,320,2012-07-27 13:27,0.0,0.0,0.0,...,0.0,...,7.2,54.5,23.54,12.8,...,12,2012-07-27 13:00,5.1
939,20120728,1002.7,1005.7,1004.0,2012-07-28 11:16,1001.6,2012-07-28 17:56,28.6,31.9,2012-07-28 14:51,26.0,2012-07-28 03:34,23.8,76,68,2012-07-28 14:40,1.1,70,5.0,280,2012-07-28 15:01,0.0,0.0,0.0,...,0.0,...,2.6,19.7,14.20,10.3,...,7,2012-07-28 14:00,5.4
940,20120729,1000.1,1003.1,1003.0,2012-07-29 00:01,997.4,2012-07-29 16:44,29.6,33.7,2012-07-29 14:04,27.2,2012-07-29 05:24,25.3,78,65,2012-07-29 14:03,2.0,350,8.2,290,2012-07-29 14:09,0.0,0.0,0.0,...,0.0,...,7.9,59.9,24.81,8.5,...,9,2012-07-29 14:00,5.1
941,20120730,994.8,997.8,998.6,2012-07-30 00:01,992.4,2012-07-30 17:49,29.8,33.3,2012-07-30 12:49,27.4,2012-07-30 02:39,25.1,76,64,2012-07-30 12:33,2.0,140,8.3,320,2012-07-30 13:30,0.0,0.0,0.0,...,0.0,...,3.0,22.8,17.36,7.5,...,9,2012-07-30 13:00,7.3
942,20120731,990.0,993.0,993.6,2012-07-31 00:01,987.1,2012-07-31 16:10,28.1,30.1,2012-07-31 10:44,26.7,2012-07-31 03:45,25.7,87,76,2012-07-31 12:02,2.4,20,9.1,360,2012-07-31 15:15,4.0,4.5,1.0,2012-07-31 03:02,1.5,2012-07-31 02:12,0.0,0.0,7.35,5.0,...,5,2012-07-31 11:00,9.8
943,20120801,986.3,989.3,988.6,2012-08-01 23:26,984.7,2012-08-01 16:13,28.3,32.4,2012-08-01 12:02,25.6,2012-08-01 23:57,25.3,84,69,2012-08-01 11:57,5.9,10,25.9,360,2012-08-01 20:38,2.5,2.6,0.5,2012-08-01 17:07,2.0,2012-08-01 22:58,1.0,7.6,13.08,9.3,...,9,2012-08-01 12:00,9.0
944,20120802,991.8,994.8,994.9,2012-08-02 22:47,986.9,2012-08-02 02:53,25.2,26.7,2012-08-02 00:53,24.6,2012-08-02 05:32,24.3,95,89,2012-08-02 09:40,6.2,320,26.5,320,2012-08-02 04:23,77.0,18.7,5.5,2012-08-02 03:11,17.5,2012-08-02 02:34,0.0,0.0,2.34,4.4,...,1,2012-08-02 13:00,9.9
945,20120803,996.5,999.5,998.2,2012-08-03 23:01,994.5,2012-08-03 00:01,28.2,30.9,2012-08-03 14:18,24.9,2012-08-03 00:49,26.1,89,82,2012-08-03 14:33,4.1,200,12.2,220,2012-08-03 13:46,0.0,0.0,0.0,...,0.0,...,0.4,3.1,11.32,6.5,...,5,2012-08-03 13:00,9.3
946,20120804,998.7,1001.7,1000.6,2012-08-04 23:24,997.3,2012-08-04 03:00,28.1,30.2,2012-08-04 14:23,25.9,2012-08-04 06:35,25.9,88,79,2012-08-04 17:30,2.2,180,9.2,200,2012-08-04 02:25,25.5,2.3,9.5,2012-08-04 06:31,21.0,2012-08-04 06:19,0.1,0.8,9.46,5.4,...,5,2012-08-04 13:00,7.5
947,20120805,999.9,1003.0,1001.0,2012-08-05 09:24,998.6,2012-08-05 15:55,29.1,33.0,2012-08-05 12:14,26.1,2012-08-05 03:47,25.4,81,67,2012-08-05 12:14,1.8,270,6.6,270,2012-08-05 13:41,0.0,0.0,0.0,...,0.0,...,7.6,58.1,25.82,5.9,...,11,2012-08-05 13:00,3.5
948,20120806,999.3,1002.3,1000.8,2012-08-06 00:01,997.6,2012-08-06 18:22,29.0,32.8,2012-08-06 13:21,26.5,2012-08-06 06:06,24.8,79,63,2012-08-06 14:16,1.8,330,6.7,310,2012-08-06 13:32,0.0,0.0,0.0,...,0.0,...,5.1,39.1,20.71,5.1,...,9,2012-08-06 12:00,7.0
949,20120807,997.9,1001.0,999.6,2012-08-07 00:01,996.0,2012-08-07 16:19,27.8,31.7,2012-08-07 11:44,25.4,2012-08-07 08:36,25.9,89,77,2012-08-07 11:43,2.5,250,9.1,240,2012-08-07 13:43,42.0,2.5,21.5,2012-08-07 13:58,31.0,2012-08-07 13:30,1.4,10.7,12.27,4.5,...,9,2012-08-07 12:00,9.1
950,20120808,997.6,1000.7,999.0,2012-08-08 23:19,996.4,2012-08-08 14:04,28.5,32.0,2012-08-08 12:56,25.5,2012-08-08 00:09,26.4,89,72,2012-08-08 13:36,3.3,210,10.3,210,2012-08-08 16:44,14.0,1.4,7.5,2012-08-08 04:31,10.0,2012-08-08 03:42,5.8,44.6,21.56,8.8,...,10,2012-08-08 13:00,6.8
951,20120809,999.6,1002.7,1001.7,2012-08-09 22:44,997.6,2012-08-09 02:22,26.7,30.9,2012-08-09 13:56,24.2,2012-08-09 06:11,24.9,90,70,2012-08-09 13:56,3.3,170,10.9,110,2012-08-09 02:23,88.5,10.5,14.5,2012-08-09 01:51,29.0,2012-08-09 01:29,0.2,1.5,10.78,4.2,...,7,2012-08-09 14:00,9.8
952,20120810,1002.8,1005.9,1004.7,2012-08-10 22:43,1000.7,2012-08-10 00:38,26.4,31.5,2012-08-10 10:44,23.2,2012-08-10 01:19,24.9,91,78,2012-08-10 10:44,3.3,130,12.7,190,2012-08-10 11:01,72.0,7.6,16.0,2012-08-10 00:30,47.0,2012-08-10 00:11,1.8,13.9,11.72,8.1,...,9,2012-08-10 11:00,9.4
953,20120811,1004.5,1007.6,1006.0,2012-08-11 21:44,1003.2,2012-08-11 02:03,26.7,30.1,2012-08-11 14:19,23.8,2012-08-11 05:43,25.0,91,78,2012-08-11 14:39,3.0,180,11.3,270,2012-08-11 04:28,81.5,7.6,17.0,2012-08-11 04:23,46.0,2012-08-11 04:21,2.2,17.0,14.88,8.3,...,9,2012-08-11 14:00,9.3
954,20120812,1003.7,1006.8,1005.0,2012-08-12 00:01,1001.9,2012-08-12 16:10,27.9,31.7,2012-08-12 11:06,26.2,2012-08-12 04:35,25.3,86,74,2012-08-12 11:02,2.7,170,9.3,270,2012-08-12 11:38,2.5,1.5,1.0,2012-08-12 11:31,2.0,2012-08-12 11:20,5.0,38.6,17.86,12.9,...,7,2012-08-12 11:00,5.9
955,20120813,1002.8,1005.9,1004.2,2012-08-13 00:01,1001.2,2012-08-13 16:03,29.0,32.5,2012-08-13 11:57,26.2,2012-08-13 03:07,25.3,81,69,2012-08-13 13:25,2.0,260,7.5,210,2012-08-13 14:33,0.0,0.0,0.0,...,0.0,...,10.0,77.4,26.33,12.6,...,11,2012-08-13 13:00,3.9
956,20120814,1002.4,1005.4,1003.5,2012-08-14 07:57,1001.5,2012-08-14 14:55,29.4,32.7,2012-08-14 12:26,27.4,2012-08-14 05:41,26.0,82,69,2012-08-14 15:05,2.6,340,9.9,330,2012-08-14 14:30,0.0,0.0,0.0,...,0.0,...,7.3,56.6,21.76,16.3,...,9,2012-08-14 13:00,3.5
957,20120815,1000.0,1003.0,1001.8,2012-08-15 00:01,998.5,2012-08-15 15:46,29.4,32.9,2012-08-15 14:00,27.1,2012-08-15 05:33,25.9,82,63,2012-08-15 12:51,1.7,170,6.8,200,2012-08-15 14:03,0.0,0.0,0.0,...,0.0,...,3.7,28.7,19.31,7.4,...,10,2012-08-15 14:00,7.8
958,20120816,1001.7,1004.8,1006.0,2012-08-16 22:24,998.6,2012-08-16 02:29,28.9,31.1,2012-08-16 10:11,27.1,2012-08-16 12:21,26.1,85,73,2012-08-16 17:15,2.0,230,10.8,170,2012-08-16 17:09,41.0,1.8,17.0,2012-08-16 11:27,38.0,2012-08-16 11:20,0.3,2.3,7.62,9.8,...,4,2012-08-16 11:00,7.8
959,20120817,1006.1,1009.2,1008.7,2012-08-17 21:12,1003.8,2012-08-17 03:59,28.7,33.3,2012-08-17 12:16,26.0,2012-08-17 18:55,25.2,82,65,2012-08-17 12:16,2.9,190,12.6,200,2012-08-17 12:42,4.5,3.9,1.5,2012-08-17 17:25,2.5,2012-08-17 17:10,7.1,55.3,21.56,16.8,...,12,2012-08-17 13:00,6.4
960,20120818,1007.0,1010.0,1008.4,2012-08-18 22:55,1005.3,2012-08-18 14:27,27.9,31.9,2012-08-18 11:38,25.1,2012-08-18 19:09,25.2,86,68,2012-08-18 11:34,1.4,320,7.4,320,2012-08-18 14:20,38.0,1.7,11.5,2012-08-18 18:31,37.0,2012-08-18 18:11,3.0,23.4,18.33,9.9,...,8,2012-08-18 12:00,7.5
961,20120819,1005.5,1008.6,1007.9,2012-08-19 00:01,1003.4,2012-08-19 15:49,28.2,31.8,2012-08-19 13:13,26.3,2012-08-19 05:16,25.9,88,72,2012-08-19 12:54,1.8,300,8.8,280,2012-08-19 16:04,0.5,0.8,0.5,2012-08-19 21:06,0.5,2012-08-19 21:06,5.1,39.8,19.36,14.0,...,8,2012-08-19 14:00,5.1
962,20120820,1004.0,1007.0,1005.7,2012-08-20 00:01,1001.8,2012-08-20 15:40,27.9,31.8,2012-08-20 12:51,25.5,2012-08-20 18:29,26.2,88,75,2012-08-20 14:50,1.4,130,10.6,120,2012-08-20 16:49,0.5,0.3,0.5,2012-08-20 17:46,0.5,2012-08-20 16:56,6.1,47.7,17.44,15.6,...,8,2012-08-20 14:00,4.8
963,20120821,1003.4,1006.5,1004.7,2012-08-21 00:01,1001.9,2012-08-21 16:12,28.7,33.1,2012-08-21 12:23,25.8,2012-08-21 20:23,24.0,74,X,...,2.0,340,9.9,130,2012-08-21 19:51,0.0,0.0,0.0,...,0.0,...,10.3,80.7,26.96,11.1,...,10,2012-08-21 12:00,5.4
964,20120822,1001.2,1004.3,1003.9,2012-08-22 00:02,999.3,2012-08-22 16:29,28.1,31.6,2012-08-22 13:13,25.8,2012-08-22 17:20,24.2,80,65,2012-08-22 11:03,1.5,130,10.3,10,2012-08-22 15:19,28.5,2.0,10.0,2012-08-22 13:20,14.5,2012-08-22 13:08,1.4,11.0,11.12,8.6,...,6,2012-08-22 11:00,6.8
965,20120823,997.6,1000.7,1000.5,2012-08-23 00:01,993.9,2012-08-23 23:45,28.9,33.1,2012-08-23 11:36,26.1,2012-08-23 04:35,24.6,78,61,2012-08-23 11:32,3.1,10,13.3,330,2012-08-23 12:44,1.0,0.8,1.0,2012-08-23 17:42,1.0,2012-08-23 17:35,3.4,26.7,19.18,8.0,...,9,2012-08-23 12:00,6.3
966,20120824,993.1,996.1,997.8,2012-08-24 23:52,990.4,2012-08-24 09:23,27.0,28.9,2012-08-24 13:15,25.1,2012-08-24 18:50,24.1,84,73,2012-08-24 22:36,4.4,360,18.4,130,2012-08-24 23:06,10.5,10.3,1.5,2012-08-24 18:31,3.0,2012-08-24 18:05,0.0,0.0,3.10,8.1,...,4,2012-08-24 13:00,8.5
967,20120825,1001.0,1004.1,1003.8,2012-08-25 11:26,997.7,2012-08-25 00:36,26.1,29.0,2012-08-25 17:13,24.1,2012-08-25 06:56,21.9,79,60,2012-08-25 17:59,4.5,120,18.8,170,2012-08-25 04:26,57.0,9.6,4.5,2012-08-25 06:50,21.5,2012-08-25 06:31,0.0,0.0,7.39,8.6,...,4,2012-08-25 14:00,7.9
968,20120826,999.6,1002.6,1001.6,2012-08-26 00:01,997.8,2012-08-26 16:45,28.1,33.0,2012-08-26 12:13,25.2,2012-08-26 05:28,21.8,70,48,2012-08-26 11:19,1.7,50,9.4,220,2012-08-26 14:00,0.5,0.3,0.5,2012-08-26 14:10,0.5,2012-08-26 14:10,2.6,20.5,18.02,9.1,...,8,2012-08-26 12:00,6.0
969,20120827,996.5,999.6,998.5,2012-08-27 00:01,993.4,2012-08-27 23:54,28.0,34.0,2012-08-27 12:58,24.9,2012-08-27 19:57,22.3,72,47,2012-08-27 14:22,2.8,100,15.4,150,2012-08-27 17:17,22.0,4.1,13.5,2012-08-27 17:15,16.0,2012-08-27 17:15,1.3,10.3,16.66,10.9,...,9,2012-08-27 13:00,7.5
970,20120828,999.7,1002.7,1005.4,2012-08-28 23:18,991.7,2012-08-28 02:13,28.2,29.7,2012-08-28 12:17,25.7,2012-08-28 00:01,24.1,79,72,2012-08-28 12:09,3.9,300,15.0,10,2012-08-28 03:09,6.0,3.8,1.0,2012-08-28 05:18,2.5,2012-08-28 06:20,0.0,0.0,8.18,5.0,...,4,2012-08-28 12:00,9.6
971,20120829,1005.8,1008.8,1007.5,2012-08-29 09:37,1004.1,2012-08-29 03:22,28.3,31.6,2012-08-29 14:12,26.3,2012-08-29 08:48,25.2,83,X,...,2.2,220,6.1,200,2012-08-29 15:46,0.0,0.0,0.0,...,0.0,...,2.8,22.2,13.33,4.6,...,7,2012-08-29 13:00,7.8
972,20120830,1006.3,1009.4,1007.7,2012-08-30 10:26,1004.4,2012-08-30 14:58,28.6,32.2,2012-08-30 13:14,26.7,2012-08-30 05:33,25.5,84,70,2012-08-30 12:53,2.0,260,7.3,260,2012-08-30 13:21,T,0.3,T,2012-08-30 20:50,T,2012-08-30 20:50,9.0,71.6,25.17,8.5,...,9,2012-08-30 12:00,5.4
973,20120831,1006.7,1009.8,1008.1,2012-08-31 22:25,1005.5,2012-08-31 15:44,27.1,31.3,2012-08-31 10:16,24.8,2012-08-31 18:39,23.8,83,X,...,2.0,100,7.6,120,2012-08-31 14:31,19.5,6.5,5.0,2012-08-31 14:53,12.5,2012-08-31 14:20,2.6,20.7,9.05,10.8,...,5,2012-08-31 11:00,8.4
974,20120901,1006.5,1009.6,1007.9,2012-09-01 21:47,1004.9,2012-09-01 14:47,27.6,32.4,2012-09-01 13:17,24.9,2012-09-01 05:44,23.1,77,58,2012-09-01 12:04,2.4,10,10.1,340,2012-09-01 14:47,0.6,1.1,0.3,2012-09-01 18:30,0.4,2012-09-01 18:30,7.2,57.5,23.21,11.9,...,10,2012-09-01 13:00,4.3
975,20120902,1006.5,1009.6,1007.4,2012-09-02 00:01,1004.7,2012-09-02 15:08,27.4,31.6,2012-09-02 12:19,24.8,2012-09-02 03:42,22.1,73,59,2012-09-02 12:36,2.0,310,9.6,320,2012-09-02 13:19,0.5,1.2,0.5,2012-09-02 18:18,0.5,2012-09-02 17:28,7.8,62.4,23.44,13.4,...,9,2012-09-02 13:00,4.9
976,20120903,1006.7,1009.8,1008.6,2012-09-03 21:47,1005.2,2012-09-03 15:33,28.3,31.9,2012-09-03 13:11,24.8,2012-09-03 06:23,22.1,69,58,2012-09-03 10:40,1.9,100,7.8,310,2012-09-03 12:58,0.0,0.0,0.0,...,0.0,...,7.6,60.9,22.55,13.3,...,9,2012-09-03 13:00,4.4
977,20120904,1008.3,1011.4,1010.3,2012-09-04 22:25,1007.0,2012-09-04 16:04,29.0,33.4,2012-09-04 12:01,25.5,2012-09-04 05:36,22.8,70,51,2012-09-04 11:43,2.2,340,9.1,320,2012-09-04 14:28,0.0,0.0,0.0,...,0.0,...,8.5,68.2,22.96,11.4,...,8,2012-09-04 12:00,5.4
978,20120905,1009.7,1012.8,1010.8,2012-09-05 22:10,1008.3,2012-09-05 14:54,29.6,32.9,2012-09-05 10:50,27.2,2012-09-05 04:52,24.4,74,56,2012-09-05 10:30,2.4,40,8.3,340,2012-09-05 12:12,0.0,0.0,0.0,...,0.0,...,7.2,57.9,23.26,4.9,...,8,2012-09-05 13:00,4.4
979,20120906,1010.5,1013.5,1011.7,2012-09-06 23:29,1008.8,2012-09-06 17:26,29.9,33.2,2012-09-06 10:23,27.7,2012-09-06 02:44,24.3,73,53,2012-09-06 10:10,1.9,260,6.3,260,2012-09-06 13:43,0.0,0.0,0.0,...,0.0,...,9.5,76.5,25.56,9.3,...,11,2012-09-06 13:00,4.4
980,20120907,1010.6,1013.7,1011.7,2012-09-07 22:01,1009.2,2012-09-07 14:56,29.5,32.6,2012-09-07 14:05,28.0,2012-09-07 23:32,24.3,74,58,2012-09-07 14:00,2.6,300,9.6,320,2012-09-07 14:06,0.0,0.0,0.0,...,0.0,...,5.9,47.6,22.08,12.1,...,9,2012-09-07 13:00,6.9
981,20120908,1009.4,1012.4,1010.9,2012-09-08 00:01,1007.6,2012-09-08 15:15,29.5,32.7,2012-09-08 13:46,27.0,2012-09-08 04:13,23.5,71,60,2012-09-08 13:10,2.2,310,8.9,320,2012-09-08 13:09,0.0,0.0,0.0,...,0.0,...,8.0,64.7,22.62,11.4,...,9,2012-09-08 12:00,4.9
982,20120909,1008.1,1011.1,1009.7,2012-09-09 08:17,1005.8,2012-09-09 16:25,29.6,32.7,2012-09-09 14:28,27.3,2012-09-09 06:57,23.9,72,58,2012-09-09 14:12,2.0,320,7.2,320,2012-09-09 12:08,0.0,0.0,0.0,...,0.0,...,6.9,55.9,21.28,10.5,...,9,2012-09-09 13:00,3.6
983,20120910,1007.7,1010.7,1009.3,2012-09-10 08:39,1005.7,2012-09-10 15:36,30.0,33.7,2012-09-10 12:23,28.0,2012-09-10 23:59,23.7,70,49,2012-09-10 11:30,2.8,330,10.1,340,2012-09-10 12:55,4.0,0.5,2.5,2012-09-10 23:43,4.0,2012-09-10 23:30,8.8,71.4,25.93,10.3,...,10,2012-09-10 12:00,5.8
